from_city,to_city,airline,days_from_today,departure_hour,day_of_week,seats,stops,is_weekend,base_price,demand_index,price
DEL,LHR,Qatar,57,13,0,200,1,0,77400.0,1.0,63300.0
DEL,GOA,IndiGo,40,6,4,220,0,0,7100.0,1.0,5700.0
DEL,LHR,Akasa,33,21,3,180,1,0,77400.0,1.0,57800.0
DEL,LHR,IndiGo,5,5,4,220,0,0,77400.0,1.4166666666666667,72100.0
DEL,SIN,Emirates,-11,8,2,150,0,0,27750.0,1.6833333333333331,30400.0
DEL,SIN,Qatar,2,18,0,220,1,0,27750.0,1.4666666666666668,31400.0
DEL,GOA,Air India,23,15,1,220,0,0,7100.0,1.1166666666666667,5500.0
DEL,BOM,Air India,-1,3,5,220,0,1,7050.0,1.5166666666666666,7300.0
DEL,GOA,Vistara,-7,11,6,200,1,1,7100.0,1.6166666666666667,6100.0
DEL,BLR,Vistara,6,18,4,200,1,0,7200.0,1.4,8600.0
DEL,LHR,Qatar,0,18,5,150,0,1,77400.0,1.5,106200.0
DEL,BLR,IndiGo,-9,15,4,200,0,0,7200.0,1.65,7500.0
DEL,LHR,Qatar,26,6,4,200,0,0,77400.0,1.0666666666666669,91200.0
DEL,DXB,Vistara,59,6,2,200,0,0,26700.0,1.0,21400.0
DEL,BLR,Akasa,19,6,4,150,0,0,7200.0,1.1833333333333331,6300.0
DEL,SIN,IndiGo,5,4,4,180,1,0,27750.0,1.4166666666666667,23000.0
DEL,LHR,Qatar,39,15,3,180,1,0,77400.0,1.0,84600.0
DEL,SIN,Air India,3,12,2,180,0,0,27750.0,1.45,26900.0
DEL,GOA,IndiGo,35,4,6,150,0,1,7100.0,1.0,6700.0
DEL,DXB,IndiGo,38,3,2,180,0,0,26700.0,1.0,26200.0
DEL,LHR,IndiGo,21,14,6,200,1,1,77400.0,1.15,92900.0
DEL,GOA,Akasa,-2,2,4,200,0,0,7100.0,1.5333333333333332,10800.0
DEL,BOM,Air India,9,1,1,220,0,0,7050.0,1.35,6500.0
DEL,LHR,IndiGo,58,16,1,200,0,0,77400.0,1.0,68000.0
DEL,BLR,IndiGo,43,13,0,150,0,0,7200.0,1.0,4900.0
DEL,BOM,Air India,25,12,3,200,1,0,7050.0,1.0833333333333333,8400.0
DEL,GOA,Vistara,-14,2,6,150,0,1,7100.0,1.7333333333333334,6000.0
DEL,GOA,IndiGo,60,10,3,180,1,0,7100.0,1.0,8400.0
DEL,DXB,Air India,5,20,3,200,0,0,26700.0,1.4166666666666667,33000.0
DEL,BOM,Qatar,43,11,0,200,0,0,7050.0,1.0,5000.0
DEL,BLR,IndiGo,-15,6,5,150,0,1,7200.0,1.75,6900.0
DEL,LHR,Air India,-5,13,1,200,0,0,77400.0,1.5833333333333337,103200.0
DEL,BLR,Air India,14,11,6,150,0,1,7200.0,1.2666666666666666,5500.0
DEL,BLR,Akasa,55,20,4,180,1,0,7200.0,1.0,6900.0
DEL,BLR,Emirates,38,19,1,200,0,0,7200.0,1.0,8500.0
DEL,LHR,IndiGo,41,18,4,150,0,0,77400.0,1.0,60300.0
DEL,BLR,Air India,22,4,0,220,0,0,7200.0,1.1333333333333333,4900.0
DEL,LHR,Emirates,60,12,3,200,1,0,77400.0,1.0,61400.0
DEL,DXB,Qatar,-13,21,6,200,0,1,26700.0,1.7166666666666668,30500.0
DEL,DXB,Vistara,57,22,6,150,0,1,26700.0,1.0,31000.0
DEL,BLR,Air India,12,14,4,180,1,0,7200.0,1.3,4900.0
DEL,BLR,Vistara,-2,8,4,150,1,0,7200.0,1.5333333333333332,8800.0
DEL,GOA,IndiGo,39,5,3,180,0,0,7100.0,1.0,8400.0
DEL,GOA,Akasa,-11,10,2,180,0,0,7100.0,1.6833333333333331,8100.0
DEL,BOM,Vistara,-5,18,0,220,1,0,7050.0,1.5833333333333337,7300.0
DEL,BLR,IndiGo,-12,22,0,220,0,0,7200.0,1.7,5200.0
DEL,BOM,Akasa,52,20,1,200,0,0,7050.0,1.0,5600.0
DEL,SIN,Akasa,31,5,2,150,0,0,27750.0,1.0,32100.0
DEL,LHR,Akasa,57,22,6,180,1,1,77400.0,1.0,64900.0
DEL,SIN,Akasa,37,4,1,220,0,0,27750.0,1.0,24900.0
DEL,BLR,Vistara,55,10,5,180,0,1,7200.0,1.0,8500.0
DEL,SIN,Qatar,26,20,3,200,1,0,27750.0,1.0666666666666669,22600.0
DEL,SIN,Akasa,43,8,0,180,1,0,27750.0,1.0,23400.0
DEL,DXB,Emirates,30,21,0,150,1,0,26700.0,1.0,34200.0
DEL,BLR,IndiGo,53,19,2,180,0,0,7200.0,1.0,8100.0
DEL,BLR,Akasa,20,13,5,220,0,1,7200.0,1.1666666666666667,6400.0
DEL,DXB,Qatar,53,20,2,200,0,0,26700.0,1.0,20000.0
DEL,DXB,Air India,37,8,1,200,0,0,26700.0,1.0,24000.0
DEL,DXB,IndiGo,35,15,6,150,0,1,26700.0,1.0,26500.0
DEL,BLR,Akasa,4,11,3,180,0,0,7200.0,1.4333333333333331,8000.0
DEL,DXB,Emirates,-3,4,3,150,1,0,26700.0,1.55,25700.0
DEL,GOA,Vistara,30,2,1,150,1,0,7100.0,1.0,6300.0
DEL,GOA,Vistara,27,2,5,200,0,1,7100.0,1.05,7500.0
DEL,GOA,Akasa,1,16,0,150,0,0,7100.0,1.4833333333333334,6500.0
DEL,GOA,Vistara,38,0,2,180,0,0,7100.0,1.0,5200.0
DEL,BLR,Emirates,27,12,5,200,1,1,7200.0,1.05,5500.0
DEL,DXB,Air India,-7,18,5,220,0,1,26700.0,1.6166666666666667,22000.0
DEL,LHR,Akasa,46,16,3,150,0,0,77400.0,1.0,77600.0
DEL,GOA,Qatar,-4,2,2,200,0,0,7100.0,1.5666666666666669,9100.0
DEL,BLR,Qatar,29,7,0,200,1,0,7200.0,1.0166666666666666,7300.0
DEL,BLR,Vistara,50,18,6,180,0,1,7200.0,1.0,7700.0
DEL,SIN,Air India,38,1,2,220,0,0,27750.0,1.0,25900.0
DEL,BOM,Akasa,29,14,0,150,1,0,7050.0,1.0166666666666666,8700.0
DEL,GOA,Qatar,46,1,3,150,0,0,7100.0,1.0,7500.0
DEL,BLR,IndiGo,49,12,6,220,1,1,7200.0,1.0,6100.0
DEL,BOM,Qatar,48,0,5,150,0,1,7050.0,1.0,6200.0
DEL,DXB,Akasa,-5,20,0,200,1,0,26700.0,1.5833333333333337,23700.0
DEL,LHR,Vistara,23,2,1,150,0,0,77400.0,1.1166666666666667,65000.0
DEL,DXB,IndiGo,47,6,4,220,0,0,26700.0,1.0,34000.0
DEL,DXB,Qatar,50,11,0,220,0,0,26700.0,1.0,33000.0
DEL,BOM,Qatar,16,0,1,220,0,0,7050.0,1.2333333333333334,8300.0
DEL,GOA,IndiGo,5,4,4,220,0,0,7100.0,1.4166666666666667,8600.0
DEL,SIN,Air India,-10,2,3,200,0,0,27750.0,1.6666666666666663,35900.0
DEL,DXB,Emirates,39,9,3,150,0,0,26700.0,1.0,24900.0
DEL,LHR,IndiGo,28,23,5,220,1,1,77400.0,1.0333333333333334,80200.0
DEL,GOA,Emirates,4,2,3,200,0,0,7100.0,1.4333333333333331,9500.0
DEL,GOA,IndiGo,21,12,6,180,1,1,7100.0,1.15,5500.0
DEL,BLR,Air India,25,8,3,220,1,0,7200.0,1.0833333333333333,7700.0
DEL,BLR,Akasa,50,12,0,220,1,0,7200.0,1.0,5500.0
DEL,LHR,Air India,52,11,2,220,0,0,77400.0,1.0,89700.0
DEL,GOA,Vistara,53,1,3,180,1,0,7100.0,1.0,4600.0
DEL,GOA,Akasa,-3,11,3,200,1,0,7100.0,1.55,10600.0
DEL,DXB,Air India,12,15,4,220,0,0,26700.0,1.3,25400.0
DEL,DXB,Emirates,9,22,0,180,0,0,26700.0,1.35,26400.0
DEL,SIN,Akasa,37,19,0,200,0,0,27750.0,1.0,32000.0
DEL,BLR,Akasa,-4,1,2,200,0,0,7200.0,1.5666666666666669,7200.0
DEL,SIN,Vistara,3,18,1,200,1,0,27750.0,1.45,35300.0
DEL,SIN,Air India,14,6,6,180,0,1,27750.0,1.2666666666666666,32100.0
DEL,BLR,Vistara,47,4,4,150,0,0,7200.0,1.0,4900.0
DEL,BOM,Emirates,31,6,2,200,1,0,7050.0,1.0,6800.0
DEL,LHR,Vistara,-2,12,4,150,0,0,77400.0,1.5333333333333332,94800.0
DEL,BOM,Akasa,-3,11,3,200,0,0,7050.0,1.55,6500.0
DEL,LHR,Akasa,-11,0,2,200,0,0,77400.0,1.6833333333333331,78400.0
DEL,SIN,Vistara,53,15,3,180,1,0,27750.0,1.0,31500.0
DEL,SIN,Akasa,1,6,0,200,0,0,27750.0,1.4833333333333334,34300.0
DEL,BLR,IndiGo,14,15,6,220,1,1,7200.0,1.2666666666666666,4900.0
DEL,GOA,IndiGo,31,15,2,150,0,0,7100.0,1.0,6500.0
DEL,DXB,IndiGo,-7,19,5,180,0,1,26700.0,1.6166666666666667,23300.0
DEL,DXB,Air India,10,6,2,220,0,0,26700.0,1.3333333333333333,35500.0
DEL,BLR,Emirates,47,1,4,150,1,0,7200.0,1.0,8900.0
DEL,GOA,Akasa,6,5,5,180,0,1,7100.0,1.4,7100.0
DEL,LHR,Qatar,13,23,4,200,1,0,77400.0,1.2833333333333332,69200.0
DEL,BOM,Emirates,27,19,4,200,0,0,7050.0,1.05,8000.0
DEL,LHR,IndiGo,47,9,4,150,1,0,77400.0,1.0,63400.0
DEL,SIN,Air India,29,11,0,200,0,0,27750.0,1.0166666666666666,24900.0
DEL,SIN,Emirates,44,7,1,150,1,0,27750.0,1.0,27000.0
DEL,GOA,Qatar,6,0,5,220,0,1,7100.0,1.4,6200.0
DEL,SIN,IndiGo,47,20,3,180,1,0,27750.0,1.0,18800.0
DEL,BOM,Vistara,10,7,2,200,0,0,7050.0,1.3333333333333333,6300.0
DEL,DXB,Akasa,39,14,3,180,0,0,26700.0,1.0,19400.0
DEL,BOM,Emirates,42,2,6,200,0,1,7050.0,1.0,8300.0
DEL,LHR,Qatar,10,20,1,200,0,0,77400.0,1.3333333333333333,102500.0
DEL,DXB,Akasa,1,22,6,150,0,1,26700.0,1.4833333333333334,24700.0
DEL,GOA,Emirates,36,5,0,150,0,0,7100.0,1.0,8200.0
DEL,BOM,Emirates,13,14,5,150,1,1,7050.0,1.2833333333333332,7700.0
DEL,BOM,IndiGo,-4,1,2,200,0,0,7050.0,1.5666666666666669,9100.0
DEL,LHR,IndiGo,-10,9,3,150,1,0,77400.0,1.6666666666666663,81100.0
DEL,LHR,Qatar,18,6,3,200,0,0,77400.0,1.2,91100.0
DEL,GOA,Emirates,47,19,3,150,0,0,7100.0,1.0,5900.0
DEL,GOA,IndiGo,60,19,2,200,1,0,7100.0,1.0,7800.0
DEL,DXB,Vistara,56,11,6,200,1,1,26700.0,1.0,22600.0
DEL,BOM,Qatar,35,11,6,150,1,1,7050.0,1.0,6300.0
DEL,LHR,Akasa,-4,2,2,220,0,0,77400.0,1.5666666666666669,84400.0
DEL,LHR,Akasa,13,20,4,200,0,0,77400.0,1.2833333333333332,63600.0
DEL,LHR,Qatar,40,11,4,200,0,0,77400.0,1.0,62200.0
DEL,BOM,Qatar,25,23,2,180,1,0,7050.0,1.0833333333333333,8800.0
DEL,GOA,Air India,-12,23,0,200,0,0,7100.0,1.7,7400.0
DEL,DXB,Emirates,0,12,6,150,0,1,26700.0,1.5,37100.0
DEL,BLR,Air India,26,20,3,180,0,0,7200.0,1.0666666666666669,5200.0
DEL,BOM,IndiGo,41,18,4,180,0,0,7050.0,1.0,7700.0
DEL,DXB,Akasa,26,8,4,180,0,0,26700.0,1.0666666666666669,27500.0
DEL,BOM,Akasa,-12,5,1,150,1,0,7050.0,1.7,5600.0
DEL,SIN,Emirates,-9,13,4,180,0,0,27750.0,1.65,25300.0
DEL,LHR,Air India,41,20,4,180,0,0,77400.0,1.0,91300.0
DEL,SIN,Qatar,32,9,3,220,0,0,27750.0,1.0,19600.0
DEL,BOM,Air India,15,19,6,150,1,1,7050.0,1.25,4700.0
DEL,GOA,Vistara,4,11,3,220,0,0,7100.0,1.4333333333333331,9200.0
DEL,GOA,IndiGo,15,12,0,180,0,0,7100.0,1.25,5800.0
DEL,LHR,IndiGo,-1,9,5,220,0,1,77400.0,1.5166666666666666,119500.0
DEL,LHR,IndiGo,16,19,0,200,0,0,77400.0,1.2333333333333334,65300.0
DEL,BOM,Air India,37,0,1,180,0,0,7050.0,1.0,6300.0
DEL,DXB,IndiGo,20,3,5,200,0,1,26700.0,1.1666666666666667,22500.0
DEL,SIN,Air India,58,14,1,150,1,0,27750.0,1.0,34700.0
DEL,GOA,Akasa,4,10,3,180,0,0,7100.0,1.4333333333333331,10300.0
DEL,DXB,Air India,30,20,0,180,0,0,26700.0,1.0,34600.0
DEL,SIN,IndiGo,-14,1,6,200,1,1,27750.0,1.7333333333333334,20100.0
DEL,DXB,Emirates,59,19,1,200,0,0,26700.0,1.0,32600.0
DEL,DXB,Qatar,10,12,2,220,0,0,26700.0,1.3333333333333333,27800.0
DEL,GOA,Akasa,56,22,5,180,1,1,7100.0,1.0,6300.0
DEL,LHR,Akasa,40,14,4,200,0,0,77400.0,1.0,57900.0
DEL,BOM,Akasa,25,19,2,180,1,0,7050.0,1.0833333333333333,7700.0
DEL,GOA,Qatar,36,8,0,220,0,0,7100.0,1.0,5400.0
DEL,LHR,Qatar,55,6,5,200,0,1,77400.0,1.0,69700.0
DEL,BLR,Akasa,48,7,5,150,1,1,7200.0,1.0,7600.0
DEL,BOM,Air India,32,16,3,220,0,0,7050.0,1.0,6000.0
DEL,SIN,Vistara,37,20,0,200,1,0,27750.0,1.0,23400.0
DEL,GOA,Air India,43,2,0,150,0,0,7100.0,1.0,7100.0
DEL,SIN,IndiGo,50,3,0,200,0,0,27750.0,1.0,34300.0
DEL,SIN,Qatar,-5,20,0,220,0,0,27750.0,1.5833333333333337,37500.0
DEL,BOM,Air India,46,0,3,220,0,0,7050.0,1.0,6100.0
DEL,BOM,Akasa,11,10,3,180,1,0,7050.0,1.3166666666666669,7900.0
DEL,GOA,IndiGo,12,13,4,220,0,0,7100.0,1.3,8800.0
DEL,DXB,Air India,27,9,5,150,0,1,26700.0,1.05,23000.0
DEL,LHR,IndiGo,23,10,1,220,0,0,77400.0,1.1166666666666667,74400.0
